product_name,barcode,category_level1,category_level2,category_level3,category_level4
PANTHENOL EXTRA SERUM ANTI WRINKLE 30 ML,5200312241060,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING DAY
PANTHENOL EXTRA CLEANSING GEL 150 ML,5200312241084,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE CLEANSING,RINSED FACE CLEANSERS
PANTHENOL EXTRA DRY OIL SHIMMERING 100 ML,5200312241091,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY OILS
PANTHENOL EXTRA MASSAGE CREAM 120 ML,5200312241107,PHARMACEUTICALS,PAIN MANAGEMENT,PAIN RELIEF EXTERN. USE,
PANTHENOL EXTRA ALOE VERA GEL 150 ML,5200312241138,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY GELS
PANTHENOL EXTRA BLACK PEEL OFF MASK 75 ML,5200312241169,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,CLEANSING FACIAL MASKS
PANTHENOL EXTRA INTENSIVE HAND CREAM AND MASK 75 ML,5200312241176,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,HAND & NAIL CARE,HAND CREAMS,
PANTHENOL EXTRA DRY OIL 100 ML,5200312241183 5200312241190,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY OILS
PANTHENOL EXTRA 3IN1 MICELLAR CLEANSER 500 ML,5200312241275 5200312241510,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE CLEANSING,NOT RINSED FACE CLEANS.
PANTHENOL EXTRA VOLCANIC SCRUB 50 ML,5200312241282,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA WHITE TEA MASK 50 ML,5200312241299,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,MOISTURIZING FACE MASKS
PANTHENOL EXTRA TRIPLE DEFENSE CREAM 25 ML,5200312241305,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,EYE CARE,ANTI-AGING EYE,
PANTHENOL EXTRA BODY MILK TUBE 200 ML,5200312241312,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY LOTIONS
PANTHENOL EXTRA ARNICA GEL 100 ML,5200312241336,PHARMACEUTICALS,PAIN MANAGEMENT,PAIN RELIEF EXTERN. USE,
PANTHENOL EXTRA INTENSIVE HAND CREAM AND MASK 25 ML,5200312241343,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,HAND & NAIL CARE,HAND CREAMS,
PANTHENOL EXTRA FEMME BERGAMOT CEDARWOOD VANILLA EAU DE TOILETTE 50 ML,5200312241350,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA GREEN CLAY FACIAL MASK 75 ML,5200312241367,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,CLEANSING FACIAL MASKS
PANTHENOL EXTRA GOLD PEEL OFF MASK 75 ML,5200312241374,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,ANTI-AGING FACIAL MASKS
PANTHENOL EXTRA WHITE PEARL PEAL OFF MASK 75 ML,5200312241381,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA SKIN SMOOTHING CREAM 100 ML,5200312241398,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,WOUND HEALING PROD.,,
PANTHENOL EXTRA WHITE TEA MASC 2X 8 ML,5200312241404,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,MOISTURIZING FACE MASKS
PANTHENOL EXTRA VOLCANIC SAND FACIAL SCRUB 2X 8 ML,5200312241411,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA BLACK PEEL OFF MASK 10 ML,5200312241428,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,CLEANSING FACIAL MASKS
PANTHENOL EXTRA VOLCANIC SCRUB 8 ML & WHITE TEA MASK 8 ML,5200312241435,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA CLEANSER MILD 1 LT,5200312241442 5200312243309,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY CLEANSING,LIQUID SYNDETS
PANTHENOL EXTRA MILD CLEANSER 300 ML,5200312241459 5200312243316,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY CLEANSING,LIQUID SYNDETS
PANTHENOL EXTRA PANTHENOL EXTRA BABY 2IN1 BABY SHAMPOO & SHOWER GEL 1 LT,5200312241466 5200312243323,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID BATHING,BABY SHAMPOOS & SH.GELS
PANTHENOL EXTRA PANTHENOL EXTRA BABY 2IN1 BABY SHAMPOO & SHOWER GEL 300 ML,5200312241473 5200312243330,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID BATHING,BABY SHAMPOOS & SH.GELS
PANTHENOL EXTRA BODY SUGAR SCRUB GEL 200 ML,5200312241480,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY PEELING & SCRUBS,
PANTHENOL EXTRA SPRAY BODY LOTION 24Î 125 ML (25 ML OVERFILL),5200312241497,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY LOTIONS
PANTHENOL EXTRA FEET CREAM 60 ML,5200312241503,TOILETR & PERSONAL CARE,FOOT & LEG CARE,FOOT CARE,CREAMS FOR DRY FEET
PANTHENOL EXTRA ICE FORCE GEL 120 ML,5200312241534,PHARMACEUTICALS,PAIN MANAGEMENT,PAIN RELIEF EXTERN. USE,
PANTHENOL EXTRA MASK GREEN CLAY 2X 8  ML,5200312241541,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,CLEANSING FACIAL MASKS
PANTHENOL EXTRA SWEET ALMOND FACIAL SCRUB 2X 8 ML,5200312241558,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA GOLD PEEL OFF MASK 10 ML,5200312241565,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,ANTI-AGING FACIAL MASKS
PANTHENOL EXTRA COPER PEEL OFF MASK ANTIOXIDANT RED GRAPE 10 ML,5200312241572,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,MOISTURIZING FACE MASKS
PANTHENOL EXTRA WHITE PEARL PEAL OFF MASK 10 ML,5200312241589,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA SUN CARE TANNING OIL SPF10 150 ML,5200312241596,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,TANNING (OILS),
PANTHENOL EXTRA SUN CARE DIAPHANOUS FACE GEL SPF30 50 ML,5200312241664,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,FACE SUNSCREEN,
PANTHENOL EXTRA SUN CARE FACE COLOR CREAM SPF30 50 ML,5200312241671,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,FACE SUNSCREEN,
PANTHENOL EXTRA MICELLAR CLEANSER 100 ML,5200312241992  5200312241527,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE CLEANSING,NOT RINSED FACE CLEANS.
PANTHENOL EXTRA ANTI-AGING NIGHT CREAM 2X 50 ML,5200312242074,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING NIGHT
PANTHENOL EXTRA PANTHENOL EXTRA FEMME EDT 50 ML & 3IN1 CLEANSER 200 ML,5200312242081,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. BODY BEAUTY COFFR.
PANTHENOL EXTRA EDT 50 ML & GIFT BODY MILK 200 ML,5200312242098,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA BLACK PEEL OFF MASK 75 ML & GIFT CLEANSING GEL 150 ML,5200312242173,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,CLEANSING FACIAL MASKS
PANTHENOL EXTRA TRIPLE DEFENSE CREAM 25 ML & GIFT MICELLAR TRUE CLEANSER 3 IN 1 500 ML,5200312242562,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,EYE CARE,ANTI-AGING EYE,
PANTHENOL EXTRA FACE CLEANSING GEL 150 ML & TRIPLE DEFENCE EYE CREAM 25 ML & DAY CREAM SPF15 50 ML & NIGHT CREAM 50 ML,5200312242593,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA FACIAL MASKS 12 PCS & FACE SCRUB 2 PCS,5200312242647,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA PANTHENOL EXTRA MEN FACE & EYE CREAM 75 ML & GIFT EXTRA MEN AFTER SHAVE BALM 75 ML,5200312242678,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,MEN ANTI-AGING
PANTHENOL EXTRA MAXIMUN SKINIMALISM DAY TO NIGHT SET: DAY CREAM SPF15 50 ML & NIGHT CREAM 50 ML,5200312242692,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,MOISTURIZERS,WOM. MOISTURIZ. COFFRET
PANTHENOL EXTRA PANTHENOL EXTRA MEN EDT 50 ML & AFTER SHAVE BALM 75 ML,5200312242739,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,MEN BEAUTY COFFRET,
PANTHENOL EXTRA MOIST. DAY CREAM SPF15 50 ML & GIFT MICELLAR TRUE CLEANSER 100 ML,5200312242746,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,MOISTURIZERS,NORMAL SKIN MOISTURIZ.
PANTHENOL EXTRA FACE & EYE CREAM 50 ML & GIFT MICELLAR TRUE CLEANSER 3IN1 100 ML,5200312242753,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING DAY
PANTHENOL EXTRA NIGHT FACE CREAM 50 ML & GIFT CLEANSER 100 ML,5200312242760,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING NIGHT
PANTHENOL EXTRA FACE & EYE SERUM 30 ML & MICELLAR TRUE CLEANSER 3IN1 100 ML & DAY SPF15 CREAM 50 ML,5200312242777,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA SKIN POWER FACE & EYE CREAM 50 ML & SERUM 30 ML & MICELLAR TRUE CLEANSER 3IN1 100 ML,5200312242784,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA FACE & EYE SERUM 30 ML & NIGHT CREAM 50 ML & MICELLAR TRUE CLEANSER 3IN1 100 ML,5200312242791,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA DAY CREAM SPF15 50 ML & FACE CLEANSING GEL 150 ML,5200312242852,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA FACE EYE CREAM 50 ML & FACE CLEANSING GEL 150 ML,5200312242869,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA NIGHT CREAM 50 ML & FACE CLEANSING GEL 150 ML,5200312242876,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA CC DAY CREAM SPF15 LIGHT SHADE 50 ML &  MICELLAR TRUE CLEANSER 3IN1 100 ML,5200312242883,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA CC DAY CREAM SPF15 DARK SHADE 50 ML & MICELLAR TRUE CLEANSER 3IN1 100 ML,5200312242890,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,BEAUTY COFFRET,WOMEN BEAUTY COFFRET,WOM. FACE BEAUTY COFFR.
PANTHENOL EXTRA TATTOO CREAM 100 ML,5200312243002,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,WOUND HEALING PROD.,,
PANTHENOL EXTRA TATTOO CREAM 30 ML,5200312243019,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,WOUND HEALING PROD.,,
PANTHENOL EXTRA FACE CLEANSING CREAM FOR ACNE 150 ML,5200312243040,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI SEBORRHOEICÂ PROD.,ANTI SEBORRHOEIC CARE
PANTHENOL EXTRA CREAM 5% UREA CREAM  100 ML 25 ML OVERFILL,5200312243057,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,MOISTURIZERS,DRY SKIN MOISTURIZERS
PANTHENOL EXTRA REPAIR BALM 40 ML,5200312243064,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY MOISTUR. OTH. FORM
PANTHENOL EXTRA BARE SKIN EAU DE TOILETTE 50 ML,5200312243071,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA PANTHENOL EXTRA FEMME 3 IN 1 CLEANSER 200 ML,5200312243088,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY CLEANSING,SHOWER GELS (BODY WASH)
PANTHENOL EXTRA EAU DE PARFUM SPREAD THE MAGIC 30 ML,5200312243118,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA EAU DE PARFUM BE VICTORIOUS 30 ML,5200312243132,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA EAU DE PARFUM THINK POSSITIVE 30 ML,5200312243149,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA EAU DE PARFUM DREAM BIG 30 ML,5200312243156,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA EAU DE PARFUM FELL AWSOME 30 ML,5200312243170,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA EAU DE PARFUM NEVER GIVE UP 30 ML,5200312243187,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA EAU DE PARFUM CELEBRATE YOU 30 ML,5200312243194,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA BREAK THE RULES EAU DE PARFUM MEN 30 ML,5200312243217,ΟΜΟΡΦΙΑ,FRAGRANCES,MEN FRAGRANCES,
"MEDISEI MS MS EXTRA STAY TRUE MEN EAU DE PARFUM WITH NOTES OF NEROLI, JASMINE & LIME 30 ML",5200312243224,TOILETR & PERSONAL CARE,DEODORANTS,SPRAY DEO,
PANTHENOL EXTRA EAU DE PARFUM CHOOSE HAPPINESS 30 ML,5200312243231,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA BE FEARLESS EAU DE PARFUM 30 ML,5200312243248,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA ACHIEVE GREATNESS EAU DE PARFUM 30 ML,5200312243255,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA BARE SKIN CLEANSER 200 ML,5200312243262,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY CLEANSING,SHOWER GELS (BODY WASH)
"PANTHENOL EXTRA WHITE TEA BEAUTY INTENSIVE MASK WHITE TEA MASK FOR MOISTURIZATION, SHINE & NOURISHMENT 75 ML",5200312243279,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE MASKS,MOISTURIZING FACE MASKS
PANTHENOL EXTRA MICELLAR TRUE CLEANSER GEL 3IN1 150 ML,5200312243293,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE CLEANSING,RINSED FACE CLEANSERS
"PANTHENOL EXTRA MIST ROSE POWDER KISS SCENTED MIST FOR FACE, BODY & HAIR 100 ML",5200312243347,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA BOTANICAL FRESH AROMATIC MIST 100 ML,5200312243354,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY CREAMS
"PANTHENOL EXTRA VITAMIN SEA SCENTED MIST FOR FACE, BODY & HAIR 100 ML",5200312243361,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA MANGOSTEEN CRYSTAL DEO ROLL-ON 80 GR,5200312243378,TOILETR & PERSONAL CARE,DEODORANTS,ROLL ON DEO,
PANTHENOL EXTRA NATURAL CRYSTAL DEO ROLL-ON 80 GR,5200312243385,TOILETR & PERSONAL CARE,DEODORANTS,ROLL ON DEO,
PANTHENOL EXTRA ALOE VERA & GREEN TEA CRYSTAL DEO 80 GR,5200312243392,TOILETR & PERSONAL CARE,DEODORANTS,ROLL ON DEO,
PANTHENOL EXTRA DIAPHANOUS SUN CARE SPF50 50 ML,5200312243415,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,FACE SUNSCREEN,
PANTHENOL EXTRA SUN CARE COLOR FACE GEL  SPF50 50 ML,5200312243439,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,FACE SUNSCREEN,
PANTHENOL EXTRA SUN CARE INVISIBLE MIST SPF50 100 ML,5200312243446,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,FACE SUNSCREEN,
PANTHENOL EXTRA RETINOL ANTI AGING FACE CREAM 30 ML,5200312243460,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING DAY
PANTHENOL EXTRA DETOX TONIC LOTION DETOX ÎÎ AHA 200 ML,5200312243477,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE CLEANSING,TONERS
"PANTHENOL EXTRA FACE CLEANSING MILK 3IN1 FOR FACE, EYES, LIPS 250 ML",5200312243484,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE CLEANSING,NOT RINSED FACE CLEANS.
PANTHENOL EXTRA PANTHENOL EXTRA BABY NAPPY CREAM 100 ML,5200312243507,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID SKIN CARE,DIAPER CREAMS
PANTHENOL EXTRA PANTHENOL EXTRA BABY BODY MILK 125 ML (25 ML OVERFILL),5200312243521,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID SKIN CARE,BABY & KIDS CREAMS
PANTHENOL EXTRA PANTHENOL EXTRA BABY RELAXING OIL 100 ML,5200312243538,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID SKIN CARE,BABY & KID OILS
PANTHENOL EXTRA PANTHENOL EXTRA BABY SUN CARE LOTION SPF50 200 ML,5200312243545,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,SUNSCREEN FOR KIDS,
PANTHENOL EXTRA STAR & BABIES: SHOWER & SHAMPOO 300 ML & BODY MILK 125 ML & NAPPY CREAM 100 ML & GIFT LAMP STAR,5200312243552,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID CARE COFFRET,
PANTHENOL EXTRA PANTHENOL EXTRA BABY SHOWER & SHAMPOO 300 ML & BODY MILK 125 ML & NAPPY CREAM 100 ML & GIFT GREY LAMP,5200312243569,ΒΡΕΦΙΚΑ & ΠΑΙΔΙΚΑ,BABY & KID SKIN CARE & BATHING,BABY & KID CARE COFFRET,
PANTHENOL EXTRA PANTHENOL EXTRA BABY SUN CARE LOTION SPF50 200 ML & GIFT 2 TOYS,5200312243583,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,SUNSCREEN FOR KIDS,
PANTHENOL EXTRA SUN CARE LOTION SPF50 200 ML _ GIFT  2 TOYS  TURTLE,5200312243590,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΑΝΤΗΛΙΑΚΗ ΠΡΟΣΤΑΣΙΑ,SUNSCREEN FOR KIDS,
MEDISEI MS MS HAPPY MOM BELLY SENSITIVE & MOISTURIZING BELLY MASK 4 PCS,5200312243644,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY MOISTUR. OTH. FORM
PANTHENOL EXTRA EXTRA COQ10 CELL DEFENSE SHEET MASK - ANTI-AGING FACE MASK 5 PCS,5200312243668,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,FACE PEELING & SCRUBS,
PANTHENOL EXTRA BODY MILK 200 ML,5200312243682,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,ΠΕΡΙΠΟΙΗΣΗ ΣΩΜΑΤΟΣ,BODY MOISTURIZERS,BODY LOTIONS
PANTHENOL EXTRA SPF15 DAY CREAM 50 ML,5200312243705,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,MOISTURIZERS,NORMAL SKIN MOISTURIZ.
PANTHENOL EXTRA FACE EYE CREAM 50 ML,5200312243712,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING DAY
PANTHENOL EXTRA NIGHT CREAM 50 ML,5200312243729,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING NIGHT
PANTHENOL EXTRA CC DAY CREAM SPF15 LIGHT SHADE 50 ML,5200312243736,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,MOISTURIZERS,BB/CC/DD CREAMS
PANTHENOL EXTRA CC DAY CREAM SPF15 DARK SHADE 50 ML,5200312243743,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,MOISTURIZERS,BB/CC/DD CREAMS
PANTHENOL EXTRA FACE AND EYE CREAM LIMITED EDITION 100 ML,5200312243750,ΠΕΡΙΠΟΙΗΣΗ ΔΕΡΜΑΤΟΣ,FACE CARE,ANTI-AGING,WOMEN ANTI-AGING DAY
PANTHENOL EXTRA JULIET BARE SKIN EAU DE TOILETTE 50 ML & GIFT BRACELET,5200312243767,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
PANTHENOL EXTRA PURE NATURE EAU DE TOILETTE 50 ML,5200312243781,ΟΜΟΡΦΙΑ,FRAGRANCES,WOMEN FRAGRANCES,
